Pfolio ,SecurityShortName    ,Security ,SectorLevel4         ,MaturityDate ,Duration ,YieldtoMaturity ,Units             ,UnitCost      ,TotalCost         ,MarketPrice      ,CleanMarketValue  ,All-InMarketValue ,Appreciation      ,AccruedInterest   ,%Sector ,%Pfolio ,ValuationDate ,TYPE
S2585I,AA07 9.49% 150421   ,AA07    ,Fixed Interest      ,15/04/2021,002.96,009.58,00000801260.00,00000100.00,00000801242.67,0000009.580000,00000798790.60,00000822956.60,00000021713.93,00000024166.00,000.90,000.37,08/08/2017,FI00
S2585I,CTY JHB 10.78%230321,COJ07   ,Fixed Interest      ,23/03/2021,002.86,009.49,00000018000.00,00000103.62,00000018651.09,0000009.490000,00000018688.21,00000019427.16,00000000776.07,00000000738.95,000.02,000.01,08/08/2017,FI00
S2585I,DEV BNK 10.0%270223 ,DV23    ,Fixed Interest      ,27/02/2023,004.03,009.45,00000344751.00,00000096.62,00000333096.35,0000009.450000,00000352888.60,00000368284.32,00000035187.97,00000015395.72,000.40,000.16,08/08/2017,FI00
S2585I,FRSTRD JBR+170271020,FRS49   ,Fixed Interest      ,27/10/2020,002.77,008.78,00000005695.00,00000100.01,00000005695.52,0000100.012308,00000005695.70,00000005713.52,00000000018.00,00000000017.82,000.01,000.00,08/08/2017,FI02
S2585I,NED 8.92% 281120    ,NBK11A  ,Fixed Interest      ,28/11/2020,002.77,008.50,00000913998.00,00000100.00,00000913998.00,0000008.495000,00000924656.04,00000940961.76,00000026963.76,00000016305.72,001.03,000.42,08/08/2017,FI00
S2585I,SA ROAD12.25% 311022,NRA022  ,Fixed Interest      ,31/10/2022,003.80,009.18,00000027000.00,00000118.01,00000031862.93,0000009.180000,00000030365.26,00000031280.49,-0000000582.44,00000000915.23,000.03,000.01,08/08/2017,FI00
S2585I,OM 10.32% 19/03/2022,OML06   ,Fixed Interest      ,19/03/2022,003.46,010.48,00001255693.00,00000100.00,00001255693.00,0000010.480000,00001247784.27,00001298554.20,00000042861.20,00000050769.93,001.42,000.58,08/08/2017,FI00
S2585I,OM 10.90% 14092022  ,OML09   ,Fixed Interest      ,14/09/2022,003.70,010.47,00001202494.00,00000100.00,00001202494.00,0000010.470000,00001221833.83,00001274980.82,00000072486.82,00000053146.99,001.40,000.57,08/08/2017,FI00
S2585I,SBS19 10.18% 230621 ,SBS19   ,Fixed Interest      ,23/06/2021,003.15,008.36,00000024000.00,00000105.15,00000025235.09,0000008.360000,00000025415.08,00000025729.68,00000000494.59,00000000314.60,000.03,000.01,08/08/2017,FI00
S2585I,STD 10.13% 200224   ,SBS27   ,Fixed Interest      ,20/02/2024,004.55,009.15,00000242000.00,00000102.19,00000247296.68,0000009.150000,00000253549.38,00000264967.13,00000017670.45,00000011417.75,000.29,000.12,08/08/2017,FI00
S2585I,TRNSNET 10.5% 170920,TN20    ,Fixed Interest      ,17/09/2020,002.53,008.76,00001099000.00,00000105.35,00001157796.44,0000008.760000,00001149490.81,00001195332.63,00000037536.19,00000045841.82,001.31,000.53,08/08/2017,FI00
S2585I,CT 11.16% 150325    ,CCT03   ,Fixed Interest      ,15/03/2025,004.89,010.46,00000666197.00,00000106.42,00000708960.45,0000010.460000,00000689846.12,00000719788.88,00000010828.43,00000029942.76,000.79,000.32,08/08/2017,FI00
S2585I,CTY JHB 11.455%     ,COJ08   ,Fixed Interest      ,22/06/2026,005.51,010.56,00000677444.00,00000100.00,00000677444.00,0000010.560000,00000711599.56,00000721804.64,00000044360.64,00000010205.08,000.79,000.32,08/08/2017,FI00
S2585I,FRSTRND 10.75%101224,FRX24   ,Fixed Interest      ,10/12/2024,005.03,009.20,00000039000.00,00000106.40,00000041496.78,0000009.200000,00000042162.82,00000042852.00,00000001355.22,00000000689.18,000.05,000.02,08/08/2017,FI00
S2585I,SBS20 10.05% 150526 ,SBS20B  ,Fixed Interest      ,15/05/2026,005.66,009.67,00000103000.00,00000100.32,00000103327.80,0000102.193910,00000105259.73,00000107698.72,00000004370.92,00000002438.99,000.12,000.05,08/08/2017,FI00
S2585I,SDT 9.785% 120627   ,SBS31   ,Fixed Interest      ,12/06/2027,006.13,009.89,00000258259.00,00000097.24,00000251135.98,0000009.890000,00000256501.24,00000260516.86,00000009380.88,00000004015.62,000.29,000.12,08/08/2017,FI00
S2585I,TRANSNET 9.5% 190825,TN25    ,Fixed Interest      ,19/08/2025,005.20,010.40,00000035000.00,00000099.53,00000034834.14,0000010.400000,00000033323.37,00000034881.11,00000000046.97,00000001557.74,000.04,000.02,08/08/2017,FI00
S2585I,STNLIB INF BOND B1  ,SBLB1   ,Fixed Interest      ,          ,000.00,      ,00000943034.17,00000001.02,00000959879.50,0000001.041525,00000982193.66,00000982193.66,00000022314.16,              ,001.08,000.44,08/08/2017,OS03
S2585I,STNLIB INCOME B1    ,SIB1    ,Fixed Interest      ,          ,000.00,      ,00007186460.92,00000001.37,00009810185.28,0000001.366960,00009823604.62,00009823604.62,00000013419.34,              ,010.77,004.39,08/08/2017,OS03
S2585I,STNLIB GLB BND SM A ,SINGLMAN,Fixed Interest      ,          ,000.00,      ,00000000634.75,00018442.15,00011706153.96,0019907.009610,00012635974.31,00012635974.31,00000929820.35,              ,013.85,005.64,08/08/2017,OS03
S2585I,STNLB INC ABL RETENT,STIAR   ,Fixed Interest      ,          ,000.00,      ,00001116895.40,00000001.40,00001562428.13,0000001.546052,00001726778.37,00001726778.37,00000164350.24,              ,001.89,000.77,08/08/2017,OS03
Fixed Interest                                                                                                                   ,,,,,,,,,,,00090073982.92,00091226989.64,              ,              ,100.00,040.75,          ,
S2585I,BNY MELLON USD      ,BNYUSD  ,Money Market        ,          ,      ,      ,              ,           ,00000392519.50,              ,00000392519.50,00000519081.75,00000126562.25,00000000000.00,011.84,000.23,08/08/2017,ZL01
S2585I,STANDARD BANK ZAR   ,STDCUR01,Money Market        ,          ,      ,      ,              ,           ,00000892214.63,              ,00000889613.24,00000892214.63,00000000000.00,00000002601.39,020.36,000.40,08/08/2017,ZL01
S2585I,STANDARD BANK ZAR - ,STDCUR01,Money Market        ,          ,      ,      ,              ,           ,-0000227267.36,              ,-0000227267.36,-0000227267.36,00000000000.00,00000000000.00,-05.19,-00.10,08/08/2017,ZL06
S2585I,SAFEX VARIATION MARG,XMARVAR ,Money Market        ,          ,      ,      ,              ,           ,00001243685.23,              ,00001243685.23,00001243685.23,00000000000.00,00000000000.00,028.38,000.56,08/08/2017,ZL01
S2585I,FIDELITY USD FUND A ,FIDUSD  ,Money Market        ,          ,000.00,      ,00000000004.93,00130734.08,00000644518.99,0135580.994164,00000668414.30,00000668414.30,00000023895.31,              ,015.25,000.30,08/08/2017,OS03
S2585I,STNLB INST MMARKT B4,SIMMB4  ,Money Market        ,31/12/2050,002.48,040.00,00001284175.03,00000001.00,00001284175.03,0000001.000000,00001284175.03,00001286376.03,00000002201.00,00000002201.00,029.35,000.57,08/08/2017,FI02
Money Market                                                                                                                     ,,,,,,,,,,,00004251139.94,00004382504.58,              ,              ,100.00,001.96,          ,
S2585I,DTOPU7 FUT 21/09/17 ,DTOPU7  ,Derivatives         ,21/09/2017,000.00,      ,-0000000158.00,00000000.00,00000000000.00,0011158.000000,00000017380.00,00000017380.00,00000017380.00,              ,352.23,000.01,08/08/2017,FU10
S2585I,SEP17 YPZQ FUTURE   ,YPZQU7  ,Derivatives         ,15/09/2017,000.00,      ,00000000070.00,00000000.00,00000000000.00,0000133.192600,-0000012445.79,-0000012445.79,-0000012445.79,              ,-52.23,-00.01,08/08/2017,FU10
Derivatives                                                                                                                      ,,,,,,,,,,,00000004934.21,00000004934.21,              ,              ,100.00,000.00,          ,
S2585I,NEW GOLD            ,GLD     ,Unit Trusts & Pooled,          ,000.00,      ,00000014964.00,00000145.22,00002173007.12,0000157.880000,00002362516.32,00002362516.32,00000189509.20,              ,100.00,001.06,08/08/2017,OS00
Unit Trusts & Pooled                                                                                                             ,,,,,,,,,,,00002362516.32,00002362516.32,              ,              ,100.00,001.06,          ,
ICB Prime Sector                                                                                                                 ,,,,,,,,,,,00222579991.12,00223864362.48,              ,              ,      ,100.00,          ,
85 SWAZI CONVT                                                                                                                   ,,,,,,,,,,,00222579991.12,00223864362.48,              ,              ,      ,100.00,          ,
S75IRF,R2023 7.75 280223   ,R2023   ,Fixed Interest      ,28/02/2023,004.30,007.90,00013722000.00,00000094.94,00013027724.64,0000007.900000,00013625818.39,00014097818.14,00001070093.50,00000471999.75,006.27,006.11,08/08/2017,FI00
S75IRF,R186 10.5 211226    ,R186    ,Fixed Interest      ,21/12/2026,006.04,008.56,00012484000.00,00000109.83,00013711149.13,0000008.560000,00014020060.07,00014196033.29,00000484884.16,00000175973.22,006.31,006.15,08/08/2017,FI00
S75IRF,R2030 8.00 310130   ,R2030   ,Fixed Interest      ,31/01/2030,007.55,009.12,00027214000.00,00000092.69,00025223982.95,0000009.115000,00024978277.37,00025031959.71,-0000192023.24,00000053682.34,011.13,010.85,08/08/2017,FI00
S75IRF,R2032 8.25 310332   ,R2032   ,Fixed Interest      ,31/03/2032,007.85,009.35,00009000000.00,00000093.00,00008369688.39,0000009.345000,00008219767.50,00008486253.90,00000116565.51,00000266486.40,003.77,003.68,08/08/2017,FI00
S75IRF,R2035 8.875 280235  ,R2035   ,Fixed Interest      ,28/02/2035,008.20,009.60,00047000000.00,00000094.47,00044400018.60,0000009.595000,00044132873.10,00045984221.90,00001584203.30,00001851348.80,020.44,019.93,08/08/2017,FI00
S75IRF,R2037 8.50 310137   ,R2037   ,Fixed Interest      ,31/01/2037,008.88,009.69,00041950000.00,00000092.73,00038900400.77,0000009.690000,00037611484.85,00037699407.86,-0001200992.91,00000087923.01,016.76,016.34,08/08/2017,FI00
S75IRF,R2040 9.00 310140   ,R2040   ,Fixed Interest      ,31/01/2040,009.11,009.83,00005000000.00,00000094.77,00004738391.50,0000009.830000,00004626352.50,00004637448.50,-0000100943.00,00000011096.00,002.06,002.01,08/08/2017,FI00
S75IRF,R2044 8.75 310144   ,R2044   ,Fixed Interest      ,31/01/2044,009.49,009.86,00037500000.00,00000090.47,00033926878.77,0000009.860000,00033606326.25,00033687232.50,-0000239646.27,00000080906.25,014.97,014.60,08/08/2017,FI00
S75IRF,R2048 8.75 280248   ,R2048   ,Fixed Interest      ,28/02/2048,009.37,009.82,00000528000.00,00000094.67,00000499850.45,0000009.820000,00000473313.77,00000493818.97,-0000006031.48,00000020505.20,000.22,000.21,08/08/2017,FI00
S75IRF,R214 6.5 280241     ,R214    ,Fixed Interest      ,28/02/2041,009.46,009.75,00032000000.00,00000071.14,00022765526.60,0000009.750000,00022455171.20,00023378348.80,00000612822.20,00000923177.60,010.39,010.13,08/08/2017,FI00
S75IRF,DEV BNK 10.0%270223 ,DV23    ,Fixed Interest      ,27/02/2023,004.03,009.45,00004000000.00,00000105.79,00004231684.80,0000009.450000,00004094417.20,00004273047.20,00000041362.40,00000178630.00,001.90,001.85,08/08/2017,FI00
S75IRF,TRANSNET 9.5% 190825,TN25    ,Fixed Interest      ,19/08/2025,005.20,010.40,00009200000.00,00000103.26,00009499585.30,0000010.400000,00008759285.04,00009168747.60,-0000330837.70,00000409462.56,004.07,003.97,08/08/2017,FI00
S75IRF,TRNSNET 8.90% 141127,TN27    ,Fixed Interest      ,14/11/2027,006.26,010.55,00002000000.00,00000095.60,00001912085.20,0000010.550000,00001795152.20,00001837579.60,-0000074505.60,00000042427.40,000.82,000.80,08/08/2017,FI00
S75IRF,STNLIB INCOME B1    ,SIB1    ,Fixed Interest      ,          ,000.00,      ,00001484407.30,00000001.38,00002046209.01,0000001.366960,00002029125.41,00002029125.41,-0000017083.60,              ,000.90,000.88,08/08/2017,OS03
S75IRF,STNLB INC ABL RETENT,STIAR   ,Fixed Interest      ,          ,000.00,      ,00000000628.61,00000001.40,00000000877.96,0000001.546052,00000000971.86,00000000971.86,00000000093.90,              ,000.00,000.00,08/08/2017,OS03
Fixed Interest                                                                                                                   ,,,,,,,,,,,00220428396.71,00225002015.24,              ,              ,100.00,097.53,          ,
S75IRF,STANDARD BANK ZAR   ,STDCUR01,Money Market        ,          ,      ,      ,              ,           ,00005694058.72,              ,00005684261.40,00005694058.72,00000000000.00,00000009797.32,100.00,002.47,08/08/2017,ZL01
Money Market                                                                                                                     ,,,,,,,,,,,00005684261.40,00005694058.72,              ,              ,100.00,002.47,          ,
ICB Prime Sector                                                                                                                 ,,,,,,,,,,,00226112658.11,00230696073.96,              ,              ,      ,100.00,          ,
SWAZI (S751RF)                                                                                                                   ,,,,,,,,,,,00226112658.11,00230696073.96,              ,              ,      ,100.00,          ,
SAT197,I2038 2.25 310138   ,I2038M7 ,Fixed Interest      ,31/01/2038,016.26,002.40,00011753000.00,00000128.01,00015045401.53,0000128.808950,00015138915.89,00015147522.61,00000102121.08,00000008606.72,050.25,095.32,08/08/2017,FI04
SAT197,STANLIB EXT INC ABIL,SEIAR   ,Fixed Interest      ,          ,000.00,      ,00000744801.12,00000000.86,00000643339.84,0000000.967877,00000720875.87,00000720875.87,00000077536.03,              ,002.39,004.54,08/08/2017,OS03
SAT197,STANLIB EXTRA INCOME,SEIB2   ,Fixed Interest      ,          ,000.00,      ,00015789883.67,00000000.86,00013619218.59,0000000.862221,00013614369.29,00013614369.29,-0000004849.30,              ,045.16,085.67,08/08/2017,OS03
SAT197,STNLB INC ABL RETENT,STIAR   ,Fixed Interest      ,          ,000.00,      ,00000427733.56,00000001.40,00000597375.80,0000001.546052,00000661298.32,00000661298.32,00000063922.52,              ,002.19,004.16,08/08/2017,OS03
Fixed Interest                                                                                                                   ,,,,,,,,,,,00030135459.37,00030144066.09,              ,              ,100.00,189.69,          ,
SAT197,STANDARD BANK ZAR   ,STDCUR01,Money Market        ,          ,      ,      ,              ,           ,00000616550.23,              ,00000615909.01,00000616550.23,00000000000.00,00000000641.22,-04.33,003.88,08/08/2017,ZL01
SAT197,STANDARD BANK ZAR - ,STDCUR01,Money Market        ,          ,      ,      ,              ,           ,-0014869302.07,              ,-0014869302.07,-0014869302.07,00000000000.00,00000000000.00,104.33,-93.57,08/08/2017,ZL06
SAT197,STNLB INST MMARKT B4,SIMMB4  ,Money Market        ,31/12/2050,002.48,040.00,00000000026.55,00000001.00,00000000026.55,0000001.000000,00000000026.55,00000000026.59,00000000000.04,00000000000.04,000.00,000.00,08/08/2017,FI02
Money Market                                                                                                                     ,,,,,,,,,,,-0014253366.51,-0014252725.25,              ,              ,100.00,-89.69,          ,
ICB Prime Sector                                                                                                                 ,,,,,,,,,,,00015882092.86,00015891340.84,              ,              ,      ,100.00,          ,
SATU R197                                                                                                                        ,,,,,,,,,,,00015882092.86,00015891340.84,              ,              ,      ,100.00,          ,
SAT202,I2033 1.875 280233  ,I2033M7 ,Fixed Interest      ,28/02/2033,013.17,002.53,00000650000.00,00000103.42,00000672226.49,0000103.086530,00000670062.45,00000676149.38,00000003922.89,00000006086.93,000.58,000.77,08/08/2017,FI04
SAT202,R202 3.45 071233    ,R202M7  ,Fixed Interest      ,07/12/2033,012.64,002.52,00012078000.00,00000235.89,00028490206.68,0000002.520000,00028604776.70,00028756343.52,00000266136.84,00000151566.82,024.70,032.82,08/08/2017,FI04
SAT202,STANLIB EXT INC ABIL,SEIAR   ,Fixed Interest      ,          ,000.00,      ,00000899084.54,00000000.86,00000777484.17,0000000.967877,00000870203.25,00000870203.25,00000092719.08,              ,000.75,000.99,08/08/2017,OS03
SAT202,STANLIB EXTRA INCOME,SEIB2   ,Fixed Interest      ,          ,000.00,      ,00099090056.71,00000000.86,00085206639.16,0000000.862221,00085437527.79,00085437527.79,00000230888.63,              ,073.38,097.50,08/08/2017,OS03
SAT202,STNLB INC ABL RETENT,STIAR   ,Fixed Interest      ,          ,000.00,      ,00000445983.78,00000001.40,00000625210.55,0000001.546052,00000689514.12,00000689514.12,00000064303.57,              ,000.59,000.79,08/08/2017,OS03
Fixed Interest                                                                                                                   ,,,,,,,,,,,00116272084.31,00116429738.06,              ,              ,100.00,132.87,          ,
SAT202,STANDARD BANK ZAR   ,STDCUR01,Money Market        ,          ,      ,      ,              ,           ,00000306355.24,              ,00000306046.03,00000306355.24,00000000000.00,00000000309.21,-01.06,000.35,08/08/2017,ZL01
SAT202,STANDARD BANK ZAR - ,STDCUR01,Money Market        ,          ,      ,      ,              ,           ,-0029113887.34,              ,-0029113887.34,-0029113887.34,00000000000.00,00000000000.00,101.09,-33.22,08/08/2017,ZL06
SAT202,ABSA COLLATERAL     ,ABSACOL ,Money Market        ,          ,      ,      ,              ,           ,00000007857.72,              ,00000007672.73,00000007857.72,00000000000.00,00000000184.99,-00.03,000.01,08/08/2017,ZL01
SAT202,STNLB INST MMARKT B4,SIMMB4  ,Money Market        ,31/12/2050,002.48,040.00,00000000027.68,00000001.00,00000000027.67,0000001.000000,00000000027.68,00000000027.73,00000000000.06,00000000000.05,000.00,000.00,08/08/2017,FI02
Money Market                                                                                                                     ,,,,,,,,,,,-0028800140.90,-0028799646.65,              ,              ,100.00,-32.87,          ,
ICB Prime Sector                                                                                                                 ,,,,,,,,,,,00087471943.41,00087630091.41,              ,              ,      ,100.00,          ,
SATU R202                                                                                                                        ,,,,,,,,,,,00087471943.41,00087630091.41,              ,              ,      ,100.00,          ,
SBGESP,OMNIA HOLDINGS      ,OMN     ,Equity              ,          ,000.00,      ,00000001880.00,00000176.33,00000331496.13,0000137.930000,00000259308.40,00000259308.40,-0000072187.73,              ,000.39,000.21,08/08/2017,OS00
SBGESP,SASOL               ,SOL     ,Equity              ,          ,000.00,      ,00000007255.00,00000430.15,00003120732.56,0000408.200000,00002961491.00,00002961491.00,-0000159241.56,              ,004.48,002.35,08/08/2017,OS00
SBGESP,MONDI PLC           ,MNP     ,Equity              ,          ,000.00,      ,00000000836.00,00000302.00,00000252470.97,0000344.600000,00000288085.60,00000288085.60,00000035614.63,              ,000.44,000.23,08/08/2017,OS00
SBGESP,SAPPI               ,SAP     ,Equity              ,          ,000.00,      ,00000027619.00,00000082.50,00002278644.91,0000087.030000,00002403681.57,00002403681.57,00000125036.66,              ,003.64,001.91,08/08/2017,OS00
SBGESP,KUMBA IRON ORE      ,KIO     ,Equity              ,          ,000.00,      ,00000003670.00,00000150.33,00000551728.11,0000201.160000,00000738257.20,00000738257.20,00000186529.09,              ,001.12,000.59,08/08/2017,OS00
SBGESP,ANGLO AMERICAN PLC  ,AGL     ,Equity              ,          ,000.00,      ,00000013117.00,00000203.18,00002665113.50,0000217.890000,00002858063.13,00002858063.13,00000192949.63,              ,004.33,002.27,08/08/2017,OS00
SBGESP,AFRICAN RAINBOW MIN ,ARI     ,Equity              ,          ,000.00,      ,00000008068.00,00000088.95,00000717640.69,0000095.670000,00000771865.56,00000771865.56,00000054224.87,              ,001.17,000.61,08/08/2017,OS00
SBGESP,ANGGOLD             ,ANG     ,Equity              ,          ,000.00,      ,00000002013.00,00000230.47,00000463944.28,0000121.790000,00000245163.27,00000245163.27,-0000218781.01,              ,000.37,000.19,08/08/2017,OS00
SBGESP,AMPLATS             ,AMS     ,Equity              ,          ,000.00,      ,00000001284.00,00000349.58,00000448856.65,0000330.620000,00000424516.08,00000424516.08,-0000024340.57,              ,000.64,000.34,08/08/2017,OS00
SBGESP,GLENCORE XSTRATA PLC,GLN     ,Equity              ,          ,000.00,      ,00000009233.00,00000052.21,00000482024.53,0000059.330000,00000547793.89,00000547793.89,00000065769.36,              ,000.83,000.44,08/08/2017,OS00
SBGESP,IMPLATS             ,IMP     ,Equity              ,          ,000.00,      ,00000004252.00,00000052.85,00000224723.21,0000038.040000,00000161746.08,00000161746.08,-0000062977.13,              ,000.24,000.13,08/08/2017,OS00
SBGESP,MPACT LIMITED       ,MPT     ,Equity              ,          ,000.00,      ,00000002731.00,00000035.32,00000096472.01,0000027.500000,00000075102.50,00000075102.50,-0000021369.51,              ,000.11,000.06,08/08/2017,OS00
SBGESP,GRINDROD            ,GND     ,Equity              ,          ,000.00,      ,00000005923.00,00000018.27,00000108197.32,0000011.700000,00000069299.10,00000069299.10,-0000038898.22,              ,000.10,000.06,08/08/2017,OS00
SBGESP,IMPERIAL            ,IPL     ,Equity              ,          ,000.00,      ,00000002982.00,00000166.80,00000497383.42,0000190.000000,00000566580.00,00000566580.00,00000069196.58,              ,000.86,000.45,08/08/2017,OS00
SBGESP,NEWBELCO SA NV      ,ANH     ,Equity              ,          ,000.00,      ,00000000627.00,00001810.94,00001135459.46,0001555.500000,00000975298.50,00000975298.50,-0000160160.96,              ,001.48,000.77,08/08/2017,OS00
SBGESP,AVI LIMITED         ,AVI     ,Equity              ,          ,000.00,      ,00000008185.00,00000047.22,00000386508.08,0000100.370000,00000821528.45,00000821528.45,00000435020.37,              ,001.24,000.65,08/08/2017,OS00
SBGESP,TONGAAT HULETT      ,TON     ,Equity              ,          ,000.00,      ,00000004748.00,00000131.89,00000626208.31,0000119.070000,00000565344.36,00000565344.36,-0000060863.95,              ,000.86,000.45,08/08/2017,OS00
SBGESP,STEINHOFF N.V.      ,SNH     ,Equity              ,          ,000.00,      ,00000058240.00,00000061.75,00003596362.62,0000069.300000,00004036032.00,00004036032.00,00000439669.38,              ,006.11,003.21,08/08/2017,OS00
SBGESP,BRITISH AMERICAN TOB,BTI     ,Equity              ,          ,000.00,      ,00000005409.00,00000532.52,00002880378.94,0000858.240000,00004642220.16,00004642220.16,00001761841.22,              ,007.03,003.69,08/08/2017,OS00
SBGESP,MEDICLINIC INTERNAT ,MEI     ,Equity              ,          ,000.00,      ,00000007618.00,00000135.78,00001034367.30,0000124.320000,00000947069.76,00000947069.76,-0000087297.54,              ,001.43,000.75,08/08/2017,OS00
SBGESP,ASPEN               ,APN     ,Equity              ,          ,000.00,      ,00000008634.00,00000234.39,00002023705.05,0000282.980000,00002443249.32,00002443249.32,00000419544.27,              ,003.70,001.94,08/08/2017,OS00
SBGESP,DIS-CHEM            ,DCP     ,Equity              ,          ,000.00,      ,00000009574.00,00000018.50,00000177119.00,0000029.580000,00000283198.92,00000283198.92,00000106079.92,              ,000.43,000.22,08/08/2017,OS00
SBGESP,CHOPPIES ENTERPRISES,CHP     ,Equity              ,          ,000.00,      ,00000197816.00,00000005.17,00001022234.53,0000002.850000,00000563775.60,00000563775.60,-0000458458.93,              ,000.85,000.45,08/08/2017,OS00
SBGESP,PIKNPAY             ,PIK     ,Equity              ,          ,000.00,      ,00000009354.00,00000054.01,00000505171.97,0000062.390000,00000583596.06,00000583596.06,00000078424.09,              ,000.88,000.46,08/08/2017,OS00
SBGESP,MR PRICE GROUP LTD  ,MRP     ,Equity              ,          ,000.00,      ,00000004032.00,00000164.96,00000665118.54,0000176.000000,00000709632.00,00000709632.00,00000044513.46,              ,001.07,000.56,08/08/2017,OS00
SBGESP,FOSCHINI GROUP LTD  ,TFG     ,Equity              ,          ,000.00,      ,00000001330.00,00000145.00,00000192850.00,0000152.070000,00000202253.10,00000202253.10,00000009403.10,              ,000.31,000.16,08/08/2017,OS00
SBGESP,NASPERS -N-         ,NPN     ,Equity              ,          ,000.00,      ,00000001126.00,00001708.15,00001923373.48,0002895.000000,00003259770.00,00003259770.00,00001336396.52,              ,004.93,002.59,08/08/2017,OS00
SBGESP,SUN INTERNATIONAL   ,SUI     ,Equity              ,          ,000.00,      ,00000005119.00,00000092.14,00000471687.71,0000057.810000,00000295929.39,00000295929.39,-0000175758.32,              ,000.45,000.24,08/08/2017,OS00
SBGESP,TSOGO SUN HOLDINGS  ,TSH     ,Equity              ,          ,000.00,      ,00000035002.00,00000026.01,00000910526.37,0000022.660000,00000793145.32,00000793145.32,-0000117381.05,              ,001.20,000.63,08/08/2017,OS00
SBGESP,FAMBRANDS           ,FBR     ,Equity              ,          ,000.00,      ,00000005330.00,00000082.48,00000439603.66,0000126.100000,00000672113.00,00000672113.00,00000232509.34,              ,001.02,000.53,08/08/2017,OS00
SBGESP,MTN GROUP           ,MTN     ,Equity              ,          ,000.00,      ,00000017180.00,00000123.74,00002125862.37,0000120.650000,00002072767.00,00002072767.00,-0000053095.37,              ,003.14,001.65,08/08/2017,OS00
SBGESP,VODACOM GROUP       ,VOD     ,Equity              ,          ,000.00,      ,00000005677.00,00000131.14,00000744480.68,0000184.140000,00001045362.78,00001045362.78,00000300882.10,              ,001.58,000.83,08/08/2017,OS00
SBGESP,BARCLAYS AFRICA     ,BGA     ,Equity              ,          ,000.00,      ,00000010513.00,00000136.45,00001434530.28,0000151.080000,00001588304.04,00001588304.04,00000153773.76,              ,002.40,001.26,08/08/2017,OS00
SBGESP,FRSTRND             ,FSR     ,Equity              ,          ,000.00,      ,00000043696.00,00000030.96,00001352919.37,0000054.800000,00002394540.80,00002394540.80,00001041621.43,              ,003.62,001.90,08/08/2017,OS00
SBGESP,STANDARD BANK       ,SBK     ,Equity              ,          ,000.00,      ,00000003209.00,00000152.37,00000488962.81,0000164.310000,00000527270.79,00000527270.79,00000038307.98,              ,000.80,000.42,08/08/2017,OS00
SBGESP,SANTAM              ,SNT     ,Equity              ,          ,000.00,      ,00000003235.00,00000223.71,00000723691.10,0000249.000000,00000805515.00,00000805515.00,00000081823.90,              ,001.22,000.64,08/08/2017,OS00
SBGESP,OM PLC              ,OML     ,Equity              ,          ,000.00,      ,00000040723.00,00000040.70,00001657234.89,0000035.310000,00001437929.13,00001437929.13,-0000219305.76,              ,002.18,001.14,08/08/2017,OS00
SBGESP,SANLAM              ,SLM     ,Equity              ,          ,000.00,      ,00000015125.00,00000049.49,00000748605.37,0000070.020000,00001059052.50,00001059052.50,00000310447.13,              ,001.60,000.84,08/08/2017,OS00
SBGESP,HYPROP              ,HYP     ,Equity              ,          ,000.00,      ,00000003650.00,00000113.29,00000413506.04,0000117.750000,00000429787.50,00000429787.50,00000016281.46,              ,000.65,000.34,08/08/2017,OS00
SBGESP,ALEXANDER FORBES HLD,AFH     ,Equity              ,          ,000.00,      ,00000117151.00,00000007.78,00000911668.33,0000006.810000,00000797798.31,00000797798.31,-0000113870.02,              ,001.21,000.63,08/08/2017,OS00
SBGESP,LONG4LIFE           ,L4L     ,Equity              ,          ,000.00,      ,00000050523.00,00000005.00,00000252615.00,0000006.270000,00000316779.21,00000316779.21,00000064164.21,              ,000.48,000.25,08/08/2017,OS00
SBGESP,EPE CAPITAL PARTNERS,EPE     ,Equity              ,          ,000.00,      ,00000044982.00,00000010.00,00000449820.00,0000008.600000,00000386845.20,00000386845.20,-0000062974.80,              ,000.59,000.31,08/08/2017,OS00
SBGESP,LIBERTY TWO DEGREES ,L2D     ,Equity              ,          ,000.00,      ,00000067086.00,00000010.00,00000670860.00,0000009.470000,00000635304.42,00000635304.42,-0000035555.58,              ,000.96,000.50,08/08/2017,OS00
SBGESP,BRAIT               ,BAT     ,Equity              ,          ,000.00,      ,00000004456.00,00000100.66,00000448519.19,0000060.750000,00000270702.00,00000270702.00,-0000177817.19,              ,000.41,000.22,08/08/2017,OS00
SBGESP,INV PLC             ,INP     ,Equity              ,          ,000.00,      ,00000010299.00,00000080.32,00000827260.99,0000100.060000,00001030517.94,00001030517.94,00000203256.95,              ,001.56,000.82,08/08/2017,OS00
SBGESP,ENTERPRISE OUTSOURC.,EOH     ,Equity              ,          ,000.00,      ,00000003295.00,00000155.50,00000512372.50,0000102.800000,00000338726.00,00000338726.00,-0000173646.50,              ,000.51,000.27,08/08/2017,OS00
SBGESP,STNLIB HI ALPHA A   ,SHAGEF  ,Equity              ,          ,000.00,      ,00000000869.37,00011515.49,00010011257.78,0018023.288217,00015668969.17,00015668969.17,00005657711.39,              ,023.72,012.45,08/08/2017,OS03
SBGESP,STNLIB GLOBAL PROP B,STGPFB  ,Equity              ,          ,000.00,      ,00000000034.69,00030433.98,00001055845.95,0031640.936188,00001097719.01,00001097719.01,00000041873.06,              ,001.66,000.87,08/08/2017,OS03
