Security     ,Long  Name                                                   ,Cat & Subtype ,Stock Exchange ,Currency Code ,Wghtd Ave Maturity ,Maturity Date ,Coupon Rate   ,Next Interest Date ,Exercise Price ,Macaulay Duration ,Interest Frequency ,Market Price     ,Yield to Maturity ,Shares Issued     ,Comments                       ,Days in Year ,Days in Month ,First Payment Date ,Last Payment Date ,Previous Ex Date ,Modified Duration ,Convexity  ,Accrued Interest  ,Days Ex/Due ,Swap Leg ,A ,Parent   ,Valuation Date                                                                                                                           External code 1 External code 2 Location Stock Exchange Total Value (Pfolio)
SAFCOMKN    ,SAFARICOM LTD                                               ,OS00,SEN,KES,   ,        ,            ,        ,000000.000,000.000000,  ,0000023.500000,          ,0040065430000,                              ,0,0,        ,        ,        ,000.000000,000.000000,              ,   , ,Y,        ,08/08/17
SAP         ,SAPPI LIMITED                                               ,OS00,JSE,ZAR,   ,        ,            ,        ,000000.000,000.000000,  ,0000087.030000,          ,0000557202573,                              ,0,0,        ,        ,        ,000.000000,000.000000,              ,   , ,Y,        ,08/08/17
SAR         ,SAFARI INVESTMENTS RSA LTD                                  ,OS00,JSE,ZAR,   ,        ,            ,        ,000000.000,000.000000,  ,0000007.300000,          ,0000211632983,                              ,0,0,        ,        ,        ,000.000000,000.000000,              ,   , ,Y,        ,08/08/17
SBAQ        ,STANLIB GLOBAL EQUITY FEEDER FUND - A                       ,OS03,UNT,ZAR,   ,        ,            ,        ,000000.000,000.000000,  ,0000002.500820,          ,0000000000000,                              ,0,0,        ,        ,        ,000.000000,000.000000,              ,   , ,Y,        ,08/08/17
SBK         ,STANDARD BANK GROUP LIMITED                                 ,OS00,JSE,ZAR,   ,        ,            ,        ,000000.000,000.000000,  ,0000164.310000,          ,0001618211936,                              ,0,0,        ,        ,        ,000.000000,000.000000,              ,   , ,Y,        ,08/08/17
SBK14       ,STD FIXED RATE 9.66% CALLABLE 01/12/2017                    ,FI00,BMA,ZAR,   ,01/12/17,00009.660000,01/12/17,000000.000,000.315068,02,0000008.050000,008.050000,             ,                              ,2,1,        ,        ,01/06/17,000.302845,000.001888,              ,010, ,Y,        ,08/08/17
SBK16       ,STD 3M JIBAR+210BPS 15/03/2018                              ,FI02,BMA,ZAR,   ,15/03/18,00009.417000,15/09/17,000000.000,000.104110,04,0000100.215086,          ,             ,CPI FROM 15/03/18 FM 15/03/23 ,2,1,        ,        ,15/06/17,000.101788,000.004752,              ,010, ,Y,        ,08/08/17
SBK17       ,STANDARD BANK 3M JIBAR+220BPS 30/07/2019                    ,FI02,BMA,ZAR,   ,30/07/19,00009.275000,30/10/17,000000.000,000.227397,04,0000098.994846,          ,             ,OPTIONAL REDEMPTION 30/07/2024,2,1,        ,        ,31/07/17,000.221954,000.037713,              ,010, ,Y,        ,08/08/17
SBK19       ,STANDARD BANK 3MONTH J+220BPS 24/10/2019                    ,FI02,BMA,ZAR,   ,24/10/19,00009.283000,24/10/17,000000.000,000.210959,04,0000100.013267,          ,             ,FULL REDEMPTION 24/10/2024    ,2,1,        ,        ,24/07/17,000.206136,000.045911,              ,010, ,Y,        ,08/08/17
SBK9        ,STD 8.4% 100418                                             ,FI00,BMA,ZAR,   ,10/04/18,00008.400000,10/10/17,000000.000,000.651077,02,0000008.430000,008.430000,             ,SUBORDINATE UNSECURE-TIER2DMTN,2,1,        ,        ,10/04/17,000.624675,000.007005,              ,009, ,Y,        ,08/08/17
SBKN17      ,SBKN17 FRN 3M JB+120BSP 23/10/2017                          ,FI02,NSX,NAD,   ,23/10/17,00008.283000,23/10/17,000000.000,000.208219,04,0000008.267000,008.267000,             ,                              ,2,1,        ,        ,24/07/17,000.204014,000.000920,              ,005, ,Y,        ,08/08/17
SBLB1       ,STANLIB INFLATION LINKED BOND FUND CLASS B1                 ,OS03,UNT,ZAR,   ,        ,            ,        ,000000.000,000.000000,  ,0000001.041525,          ,0000000000000,CLASS B1                      ,0,0,        ,        ,        ,000.000000,000.000000,              ,   , ,Y,        ,08/08/17
SBM MC      ,SOCIETE DES BRASSERIES DU MAROC                             ,OS00,SEC,MAD,   ,        ,            ,        ,000000.000,000.000000,  ,0002649.000000,          ,0000002800000,                              ,0,0,        ,        ,        ,000.000000,000.000000,              ,   , ,Y,        ,08/08/17
SBNA18      ,STANDARD BANK NAMIBIA 3M JIBAR+165BPS 13/07/2018            ,FI02,NSX,NAD,   ,13/07/18,00008.992000,13/10/17,000000.000,000.180822,04,0000008.717000,008.717000,             ,                              ,2,1,        ,        ,13/07/17,000.176934,000.010023,              ,006, ,Y,        ,08/08/17
SBNA22      ,STANDARD BANK NAMIBIA 3M JIBAR+205BPS 24/05/2021            ,FI02,NSX,NAD,   ,24/05/21,00009.392000,24/08/17,000000.000,000.043836,04,0000009.117000,009.117000,             ,                              ,2,1,        ,        ,24/05/17,000.042851,000.116080,              ,006, ,Y,        ,08/08/17
SBNAR       ,STANDARD BANK NAMIBIA INCOME ABIL RETENTION FUND Z CLASS    ,OS03,NSX,NAD,   ,        ,            ,        ,000000.000,000.000000,  ,0000001.076828,          ,0000000000000,                              ,0,0,        ,        ,        ,000.000000,000.000000,              ,   , ,Y,        ,08/08/17
SBNI        ,STANDARD BANK NAMIBIA INCOME FUND (CLASS A)                 ,OS03,NSX,NAD,   ,        ,            ,        ,000000.000,000.000000,  ,0000000.989680,          ,0000000000000,                              ,0,0,        ,        ,        ,000.000000,000.000000,              ,   , ,Y,        ,08/08/17
SBNMR       ,STANDARD BANK NAMIBIA MONEY MARKET FUND R                   ,FI02,UNT,NAD,   ,31/12/50,            ,01/09/17,000000.000,          ,12,0000001.000000,          ,             ,                              ,2,1,        ,        ,01/08/17,          ,          ,              ,   , ,Y,        ,08/08/17
SBS13       ,SBS13 STANDARD BANK OF SA 8.9% 22/09/2017                   ,FI00,BMA,ZAR,   ,22/09/17,00008.900000,22/09/17,000000.000,000.123288,02,0000007.570000,007.570000,             ,                              ,2,1,        ,        ,22/03/17,000.118756,000.000298,              ,010, ,Y,        ,08/08/17
SBS18       ,STANDARD BANK JB+175BPS 23/06/2021                          ,FI02,BMA,ZAR,   ,23/06/21,00009.075000,23/09/17,000000.000,000.126027,04,0000100.871021,          ,             ,                              ,2,1,        ,        ,23/06/17,000.123290,000.122393,              ,010, ,Y,        ,08/08/17
SBS19       ,SBS19 STANDARD BANK OF SA 10.18% 23/06/2021                 ,FI00,BMA,ZAR,   ,23/06/21,00010.180000,23/12/17,000000.000,003.280140,02,0000008.360000,008.360000,             ,                              ,2,1,        ,        ,23/06/17,003.148185,000.124935,              ,010, ,Y,        ,08/08/17
SBS20B      ,STD LIMITED 10.05% 15/05/2026                               ,FI00,BMA,ZAR,   ,15/05/26,00010.050000,15/11/17,000000.000,005.924133,02,0000102.193910,          ,             ,                              ,2,1,        ,        ,15/05/17,005.648906,000.434085,              ,   , ,Y,        ,08/08/17
SBS24       ,STD LIMITED 3M JIBAR+160BPS 24/05/2019                      ,FI02,BMA,ZAR,   ,24/05/19,00008.942000,24/08/17,000000.000,000.043836,04,0000100.735631,          ,             ,                              ,2,1,        ,        ,24/05/17,000.042917,000.031540,              ,010, ,Y,        ,08/08/17
SBS25       ,STD BANK LIMITED 8.87% 24/05/2019                           ,FI00,BMA,ZAR,   ,24/05/19,00008.870000,24/11/17,000000.000,001.669032,02,0000007.950000,007.950000,             ,                              ,2,1,        ,        ,24/05/17,001.604720,000.034746,              ,010, ,Y,        ,08/08/17
SBS27       ,STANDARD BANK LTD 10.13% 20/02/2024                         ,FI00,BMA,ZAR,   ,20/02/24,00010.130000,20/08/17,000000.000,004.769857,02,0000009.150000,009.150000,             ,                              ,2,1,        ,        ,20/02/17,004.562824,000.276701,              ,010, ,Y,        ,08/08/17
SBS3        ,STD 8.2% 25/05/2026                                         ,FI00,BMA,ZAR,   ,25/05/26,00008.200000,25/11/17,000000.000,006.181074,02,0000009.835000,009.835000,             ,SENIOR UNSECURED UNDER DMTN   ,2,1,        ,        ,25/05/17,005.889097,000.461351,              ,010, ,Y,        ,08/08/17
SBS31       ,STANDARD BANK LTD 9.785% 12/06/2027                         ,FI00,BMA,ZAR,   ,12/06/27,00009.785000,12/12/17,000000.000,006.426763,02,0000009.890000,009.890000,             ,                              ,2,1,        ,        ,12/06/17,006.123144,000.514686,              ,010, ,Y,        ,08/08/17
SBS4        ,STD 8.60% 16/11/2021                                        ,FI00,BMA,ZAR,   ,16/11/21,00008.600000,16/11/17,000000.000,003.595881,02,0000008.800000,008.800000,             ,SENIOR UNSECURED UNDER DMTN   ,2,1,        ,        ,16/05/17,003.443138,000.148902,              ,010, ,Y,        ,08/08/17
SBS40A      ,STANDARD BANK FRN 3M JIBAR+155BPS 12/11/2020                ,FI02,BMA,ZAR,   ,12/11/20,00008.892000,14/08/17,000000.000,000.016438,04,0000100.752729,          ,             ,                              ,2,1,        ,        ,12/05/17,000.016081,000.092630,              ,010, ,Y,        ,08/08/17
SBS42       ,STD BANK 10.64% 12/11/2025                                  ,FI00,BMA,ZAR,   ,12/11/25,00010.640000,12/11/17,000000.000,005.645460,02,0000009.515000,009.515000,             ,                              ,2,1,        ,        ,12/05/17,005.387064,000.393132,              ,010, ,Y,        ,08/08/17
SBS43       ,STDBANK 10.82% 12/11/2027                                   ,FI00,BMA,ZAR,   ,12/11/27,00010.820000,12/11/17,000000.000,006.397833,02,0000009.845000,009.845000,             ,                              ,2,1,        ,        ,12/05/17,006.095325,000.524391,              ,010, ,Y,        ,08/08/17
SBS44       ,STANDARD BANK FRN 3M JIBAR+140BPS 15022019                  ,FI02,BMA,ZAR,   ,15/02/19,00008.742000,15/08/17,000000.000,000.019178,04,0000100.228123,          ,             ,                              ,2,1,        ,        ,15/05/17,000.018772,000.023992,              ,010, ,Y,        ,08/08/17
SBS49       ,STANDARD BANK 3MJIBAR+156BPS 31/01/2022                     ,FI02,BMA,ZAR,   ,31/01/22,00008.635000,31/10/17,000000.000,000.230137,04,0000100.008689,          ,             ,                              ,2,1,        ,        ,31/07/17,000.225234,000.159835,              ,010, ,Y,        ,08/08/17
SBS53       ,STANDARD BANK SA LTD 3M JIBAR+197.5BPS 03/05/2027           ,FI02,BMA,ZAR,   ,03/05/27,00009.042000,03/11/17,000000.000,000.238356,04,0000100.005024,          ,             ,                              ,2,1,        ,        ,03/08/17,000.233044,000.539377,              ,009, ,Y,        ,08/08/17
SBS55       ,STANDARD BANK JB3MTH+162BPS 12/06/2022                      ,FI02,BMA,ZAR,   ,12/06/22,00008.945000,12/09/17,000000.000,000.095890,04,0000100.040080,          ,             ,                              ,2,1,        ,        ,12/06/17,000.093778,000.178625,              ,010, ,Y,        ,08/08/17
SBS56       ,STANDARD BANK 8.95% 12/06/2022                              ,FI00,BMA,ZAR,   ,12/06/22,00008.950000,12/12/17,000000.000,003.982114,02,0000009.030000,009.030000,             ,                              ,2,1,        ,        ,12/06/17,003.809638,000.182351,              ,010, ,Y,        ,08/08/17
SBS57       ,STANDARD BANK JB3MTH+172BPS 12/06/2024                      ,FI02,BMA,ZAR,   ,12/06/24,00009.045000,12/09/17,000000.000,000.095890,04,0000100.039944,          ,             ,                              ,2,1,        ,        ,12/06/17,000.093754,000.312532,              ,010, ,Y,        ,08/08/17
SBSI11M7    ,STANDARD BANK 5.5% CPI LINKED NOTE 07/12/2023               ,FI04,BMA,ZAR,200,07/12/23,00005.500000,07/12/17,000000.000,005.433511,02,0000003.890000,003.890000,             ,SENIOR UNSECURED              ,2,1,        ,        ,07/06/17,005.329567,000.338939,              ,010, ,Y,        ,08/08/17
SCMB6       ,STANLIB CORPORATE MONEY MARKET FUND CLASS B6                ,FI02,JSE,ZAR,   ,31/12/50,            ,01/09/17,000000.000,          ,12,0000001.000000,          ,             ,ADD RG UTINT FOR ALL MM SEC   ,2,1,        ,        ,01/08/17,          ,          ,              ,   , ,Y,        ,08/08/17
SCP         ,STELLAR CAPITAL PARTNERS LTD                                ,OS00,JSE,ZAR,   ,        ,            ,        ,000000.000,000.000000,  ,0000000.800000,          ,0001075031756,                              ,0,0,        ,        ,        ,000.000000,000.000000,              ,   , ,Y,        ,08/08/17
SEIAR       ,STANLIB EXTRA INCOME ABIL RETENTION FUND                    ,OS03,UNT,ZAR,   ,        ,            ,        ,000000.000,000.000000,  ,0000000.967877,          ,0000373515923,                              ,0,0,        ,        ,        ,000.000000,000.000000,              ,   , ,Y,        ,08/08/17
SEIB2       ,STANLIB EXTRA INCOME FUND B2                                ,OS03,UNT,ZAR,   ,        ,            ,        ,000000.000,000.000000,  ,0000000.862221,          ,0000000000000,                              ,0,0,        ,        ,        ,000.000000,000.000000,              ,   , ,Y,        ,08/08/17
SF2A1UB     ,SIYAKA FRN CLASS A1 3M JIBAR + 110BPS 11/02/2018            ,FI02,OTC,ZAR,   ,11/02/18,00008.442000,11/08/17,000000.000,000.008219,04,0000100.505520,          ,             ,FM 11/02/45 SETUP SPREAD 1.50%,2,1,        ,        ,11/05/17,000.008068,000.003663,              ,005, ,Y,        ,08/08/17
SG016       ,SWAZI GOV 8.25% 31/08/2018                                  ,FI00,SSM,SZL,   ,31/08/18,00008.250000,31/08/17,000000.000,001.003861,02,0000008.635000,008.635000,             ,                              ,2,1,        ,        ,28/02/17,000.961986,000.014291,              ,   , ,Y,        ,08/08/17
SG017A      ,SWAZI BOND 8.50% 31/10/2020                                 ,FI00,SSM,SZL,   ,31/10/20,00008.500000,31/10/17,000000.000,002.827300,02,0000008.990000,008.990000,             ,                              ,2,1,        ,        ,30/04/17,002.704723,000.092700,              ,010, ,Y,        ,08/08/17
SG018       ,SWAZILAND BOND 9.25% 31/01/2024                             ,FI00,SSM,SZL,   ,31/01/24,00009.250000,31/01/18,000000.000,004.982206,02,0000009.825000,009.825000,             ,                              ,2,1,        ,        ,31/07/17,004.747089,000.287085,              ,010, ,Y,        ,08/08/17
SG021       ,SWAZILAND BOND 8.25% 30/06/2018                             ,FI00,SSM,SZL,   ,30/06/18,00008.250000,31/12/17,000000.000,000.873309,02,0000008.635000,008.635000,             ,                              ,2,1,        ,        ,30/06/17,000.836880,000.011127,              ,010, ,Y,        ,08/08/17
SG022B      ,SWAZI BOND PRIME LESS 0.50% 25/09/2022                      ,FI02,SSM,SZL,   ,25/09/22,00010.250000,26/09/17,000000.000,000.134247,02,0000008.990000,008.990000,             ,PRIME RESET ON PMT DT         ,2,1,        ,        ,27/03/17,000.128457,000.191093,              ,010, ,Y,        ,08/08/17
SG023       ,SWAZI BOND 8.75% 30/11/2020                                 ,FI00,SSM,SZL,   ,30/11/20,00008.750000,30/11/17,000000.000,002.901630,02,0000008.990000,008.990000,             ,                              ,2,1,        ,        ,31/05/17,002.776485,000.097056,              ,010, ,Y,        ,08/08/17
SG024       ,SWAZI BOND 9.5% 31/05/2019                                  ,FI00,SSM,SZL,   ,31/05/19,00009.500000,30/11/17,000000.000,001.679823,02,0000008.845000,008.845000,             ,                              ,2,1,        ,        ,31/05/17,001.608493,000.034861,              ,010, ,Y,        ,08/08/17
SG025       ,SWAZI BOND 10.00% 20/06/2021                                ,FI00,SSM,SZL,   ,20/06/21,00010.000000,20/12/17,000000.000,003.270921,02,0000009.090000,009.090000,             ,                              ,2,1,        ,        ,20/06/17,003.128348,000.123511,              ,010, ,Y,        ,08/08/17
SGL         ,SIBANYE GOLD LIMITED                                        ,OS00,JSE,ZAR,   ,        ,            ,        ,000000.000,000.000000,  ,0000018.150000,          ,0002125844078,                              ,0,0,        ,        ,        ,000.000000,000.000000,              ,   , ,Y,        ,08/08/17
SHAGEB      ,STANLIB HIGH ALPHA THREADNEEDLE CLASS B                     ,OS03,UNT,USD,   ,        ,            ,        ,000000.000,000.000000,  ,0001401.746400,          ,0000000000000,                              ,0,0,        ,        ,        ,000.000000,000.000000,              ,   , ,Y,        ,08/08/17
SHAGEF      ,STANLIB HIGH ALPHA THREADNEEDLE CLASS A                     ,OS03,UNT,USD,   ,        ,            ,        ,000000.000,000.000000,  ,0001346.770300,          ,0000000000000,                              ,0,0,        ,        ,        ,000.000000,000.000000,              ,   , ,Y,        ,08/08/17
SHFF        ,STEINHOFF INV-PREFS 73% OF PRIME                            ,OS06,JSE,ZAR,   ,        ,            ,        ,000000.000,000.000000,  ,0000074.510000,          ,0000015000000,ISN ZAE000068367              ,0,0,        ,        ,        ,000.000000,000.000000,              ,   , ,Y,        ,08/08/17
SHP         ,SHOPRITE HLDGS.                                             ,OS00,JSE,ZAR,   ,        ,            ,        ,000000.000,000.000000,  ,0000199.900000,          ,0000600021829,                              ,0,0,        ,        ,        ,000.000000,000.000000,              ,   , ,Y,        ,08/08/17
SHS30       ,STEINHOFF SERVICES LIMITED JB3MTH+180BPS 05/04/2020         ,FI02,BMA,ZAR,   ,05/04/20,00009.142000,05/10/17,000000.000,000.158904,04,0000100.058584,          ,             ,                              ,2,1,        ,        ,05/07/17,000.155334,000.063463,              ,010, ,Y,        ,08/08/17
SIB1        ,STANLIB INCOME FUND (CLASS B1)                              ,OS03,UNT,ZAR,   ,        ,            ,        ,000000.000,000.000000,  ,0000001.366960,          ,0000000000000,                              ,0,0,        ,        ,        ,000.000000,000.000000,              ,   , ,Y,        ,08/08/17
SIMMB9      ,STANDARD BANK INSTITUTIONAL MONEY MARKET FUND CLASS B9      ,FI02,JSE,ZAR,   ,31/12/50,            ,01/09/17,000000.000,          ,12,0000001.000000,          ,             ,                              ,2,1,        ,        ,01/08/17,          ,          ,              ,   , ,Y,        ,08/08/17
SIMMB4      ,STANLIB INSTITUTIONAL MONEY MARKET FUND CLASS B4            ,FI02,JSE,ZAR,   ,31/12/50,            ,01/09/17,000000.000,          ,12,0000001.000000,          ,             ,                              ,2,1,        ,        ,01/08/17,          ,          ,              ,   , ,Y,        ,08/08/17
SINGLMAN    ,STANLIB GLOBAL BOND SINGLE MANAGER CLASS A                  ,OS03,UNT,USD,   ,        ,            ,        ,000000.000,000.000000,  ,0001487.529300,          ,0000000000000,                              ,0,0,        ,        ,        ,000.000000,000.000000,              ,   , ,Y,        ,08/08/17
SIP3        ,STANLIB INSTITUTIONAL PROPERTY FUND (CLASS B3)              ,OS03,UNT,ZAR,   ,        ,            ,        ,000000.000,000.000000,  ,0000003.916528,          ,0000000000000,                              ,0,0,        ,        ,        ,000.000000,000.000000,              ,   , ,Y,        ,08/08/17
SIPB        ,STANLIB GLOBAL PROPERTY FEEDER FUND (CLASS B1)              ,OS03,UNT,ZAR,   ,        ,            ,        ,000000.000,000.000000,  ,0000003.540674,          ,0000000000000,                              ,0,0,        ,        ,        ,000.000000,000.000000,              ,   , ,Y,        ,08/08/17
SLANW       ,SANLAM LIMITED NAMIBIA                                      ,OS00,NSX,ZAR,   ,        ,            ,        ,000000.000,000.000000,  ,0000070.020000,          ,0002166472000,                              ,0,0,        ,        ,        ,000.000000,000.000000,              ,   , ,Y,        ,08/08/17
SLI3        ,SANLAM 8.7% 15/08/2018                                      ,FI00,BMA,ZAR,   ,15/08/18,00008.700000,15/08/17,000000.000,000.958046,02,0000008.330000,008.330000,             ,                              ,2,1,        ,        ,15/02/17,000.920041,000.013882,              ,010, ,Y,        ,08/08/17
SLM         ,SANLAM LIMITED                                              ,OS00,JSE,ZAR,   ,        ,            ,        ,000000.000,000.000000,  ,0000070.020000,          ,0002166471806,                              ,0,0,        ,        ,        ,000.000000,000.000000,              ,   , ,Y,        ,08/08/17
SNFA        ,STANDARD BANK NAMIBIA FLEXIBLE PROPERTY FUND (CLASS A)      ,OS03,NSX,NAD,   ,        ,            ,        ,000000.000,000.000000,  ,0000001.800310,          ,0000000000000,                              ,0,0,        ,        ,        ,000.000000,000.000000,              ,   , ,Y,        ,08/08/17
SNH         ,STEINHOFF N.V.                                              ,OS00,JSE,ZAR,   ,        ,            ,        ,000000.000,000.000000,  ,0000069.300000,          ,0004309727144,                              ,0,0,        ,        ,        ,000.000000,000.000000,              ,   , ,Y,        ,08/08/17
SNT         ,SANTAM                                                      ,OS00,JSE,ZAR,   ,        ,            ,        ,000000.000,000.000000,  ,0000249.000000,          ,0000115131417,                              ,0,0,        ,        ,        ,000.000000,000.000000,              ,   , ,Y,        ,08/08/17
SNT01       ,SANTAM LTD 8% 150917 - STEP UP 15/09/2022                   ,FI00,BMA,ZAR,   ,15/09/17,00008.250000,15/09/17,000000.000,000.104110,02,0000008.150000,008.150000,             ,UNSECURED SUBORDINATE CAL NOTE,2,1,        ,        ,15/03/17,000.100001,000.000213,              ,005, ,Y,        ,08/08/17
SOAF5       ,RSA 5.875% 16/09/2025 (USD)                                 ,FI00,LXE,USD,   ,16/09/25,00005.875000,16/09/17,000000.000,006.505351,02,0000109.253000,          ,             ,                              ,1,3,        ,        ,16/03/17,006.362227,000.498069,              ,   , ,Y,        ,08/08/17
SOL         ,SASOL LIMITED                                               ,OS00,JSE,ZAR,   ,        ,            ,        ,000000.000,000.000000,  ,0000408.200000,          ,0000651439446,                              ,0,0,        ,        ,        ,000.000000,000.000000,              ,   , ,Y,        ,08/08/17
SPBAR       ,STANLIB PRUDENTIAL BOND ABIL RETENTION FUND                 ,OS03,UNT,ZAR,   ,        ,            ,        ,000000.000,000.000000,  ,0000001.243969,          ,0000057171619,                              ,0,0,        ,        ,        ,000.000000,000.000000,              ,   , ,Y,        ,08/08/17
SPBB2       ,STANLIB PRUDENTIAL BOND FUND B2                             ,OS03,UNT,ZAR,   ,        ,            ,        ,000000.000,000.000000,  ,0000000.982537,          ,0000000000000,                              ,0,0,        ,        ,        ,000.000000,000.000000,              ,   , ,Y,        ,08/08/17
SPCN        ,STANDARD BANK NAMIBIA CASH PLUS (CLASS R)                   ,OS03,UNQ,NAD,   ,        ,            ,        ,000000.000,000.000000,  ,0000001.814930,          ,0000000000000,                              ,0,0,        ,        ,        ,000.000000,000.000000,              ,   , ,Y,        ,08/08/17
SPDA9       ,SUPERDRIVE INVESTMENTS 3M JIBAR+163BPS 21/08/2019           ,FI02,BMA,ZAR,   ,21/08/19,00008.972000,21/08/17,000000.000,000.035616,04,0000100.020608,          ,             ,FINAL MATURITY 21/08/2024     ,2,1,        ,        ,22/05/17,000.034838,000.039341,              ,005, ,Y,        ,08/08/17
SPG         ,SUPER GROUP                                                 ,OS00,JSE,ZAR,   ,        ,            ,        ,000000.000,000.000000,  ,0000036.200000,          ,0000359085434,                              ,0,0,        ,        ,        ,000.000000,000.000000,              ,   , ,Y,        ,08/08/17
SPP         ,SPAR                                                        ,OS00,JSE,ZAR,   ,        ,            ,        ,000000.000,000.000000,  ,0000168.050000,          ,0000192602355,                              ,0,0,        ,        ,        ,000.000000,000.000000,              ,   , ,Y,        ,08/08/17
SRHNW       ,SHOPRITE HOLDING NAMIBIA                                    ,OS00,NSX,ZAR,   ,        ,            ,        ,000000.000,000.000000,  ,0000199.900000,          ,0000543480000,                              ,0,0,        ,        ,        ,000.000000,000.000000,              ,   , ,Y,        ,08/08/17
SSA05       ,SAPPI SOUTHERN AFRICA 3MONTH JIBAR+150BPS 16/04/2018        ,FI02,BMA,ZAR,   ,16/04/18,00008.842000,16/10/17,000000.000,000.189041,04,0000100.280378,          ,             ,                              ,2,1,        ,        ,17/07/17,000.185160,000.006028,              ,010, ,Y,        ,08/08/17
SSS         ,STOR-AGE PROPERTY REIT LTD                                  ,OS00,JSE,ZAR,   ,        ,            ,        ,000000.000,000.000000,  ,0000011.950000,          ,0000179552420,                              ,0,0,        ,        ,        ,000.000000,000.000000,              ,   , ,Y,        ,08/08/17
STA10       ,STANLIB AFRICA EQUITY FUND B10                              ,OS03,UNT,ZAR,   ,        ,            ,        ,000000.000,000.000000,  ,0000000.710900,          ,0000000000000,                              ,0,0,        ,        ,        ,000.000000,000.000000,              ,   , ,Y,        ,08/08/17
STAB2       ,STANLIB AFRICA PROPERTY FUND B2                             ,OS03,UNT,ZAR,   ,        ,            ,        ,000000.000,000.000000,  ,0000001.333158,          ,0000000000000,                              ,0,0,        ,        ,        ,000.000000,000.000000,              ,   , ,Y,        ,08/08/17
STAEGFEJ    ,STANLIB EUROPEAN EQUITY FUND                                ,OS03,LSE,EUR,   ,        ,            ,        ,000000.000,000.000000,  ,0000022.326000,          ,0000000000000,                              ,0,0,        ,        ,        ,000.000000,000.000000,              ,   , ,Y,        ,08/08/17
STAIFB2     ,STANLIB AFRICA INCOME FUND B2                               ,OS03,UNT,ZAR,   ,        ,            ,        ,000000.000,000.000000,  ,0000001.032076,          ,0000000000000,                              ,0,0,        ,        ,        ,000.000000,000.000000,              ,   , ,Y,        ,08/08/17
STDSZ03     ,STANDARD BANK SWAZIBOND 8.75% 14/12/2019                    ,FI00,SSM,SZL,   ,14/12/19,00008.750000,14/12/17,000000.000,002.149434,02,0000008.750000,008.750000,             ,FINAL MATURITY 14/12/2019     ,2,1,        ,        ,14/06/17,002.059101,000.054678,              ,   , ,Y,        ,08/08/17
STF10       ,STANLIB INFLATION PLUS 5% FUND B10                          ,OS03,UNT,ZAR,   ,        ,            ,        ,000000.000,000.000000,  ,0000002.047200,          ,0000000000000,                              ,0,0,        ,        ,        ,000.000000,000.000000,              ,   , ,Y,        ,08/08/17
STFA        ,STANLIB FLEXIBLE INCOME FUND CLASS A                        ,OS03,UNT,ZAR,   ,        ,            ,        ,000000.000,000.000000,  ,0000001.145405,          ,0000000000000,CLASS A                       ,0,0,        ,        ,        ,000.000000,000.000000,              ,   , ,Y,        ,08/08/17
STFF        ,STANLIB ABSOLUTE PLUS FUND CLASS B2                         ,OS03,UNT,ZAR,   ,        ,            ,        ,000000.000,000.000000,  ,0000001.465912,          ,0000000000000,CLASS B2                      ,0,0,        ,        ,        ,000.000000,000.000000,              ,   , ,Y,        ,08/08/17
STFIA       ,STANLIB FLEXIBLE INCOME ABIL RETENTION FUND                 ,OS03,UNT,ZAR,   ,        ,            ,        ,000000.000,000.000000,  ,0000001.291703,          ,0000102754160,                              ,0,0,        ,        ,        ,000.000000,000.000000,              ,   , ,Y,        ,08/08/17
STGPFB      ,STANLIB GLOBAL PROPERTY FUND CLASS B                        ,OS03,UNT,USD,   ,        ,            ,        ,000000.000,000.000000,  ,0002364.334000,          ,0000000000000,                              ,0,0,        ,        ,        ,000.000000,000.000000,              ,   , ,Y,        ,08/08/17
STIAR       ,STANLIB INCOME ABIL RETENTION FUND                          ,OS03,UNT,ZAR,   ,        ,            ,        ,000000.000,000.000000,  ,0000001.546052,          ,0001015509454,                              ,0,0,        ,        ,        ,000.000000,000.000000,              ,   , ,Y,        ,08/08/17
STSMM1      ,STANDARD BANK SWAZILAND MONEY MARKET FUND R                 ,FI02,UNT,SZL,   ,31/12/50,            ,01/09/17,000000.000,          ,12,0000001.000000,          ,             ,ADD RG UTINT FOR ALL MM SEC   ,2,1,        ,        ,01/08/17,          ,          ,              ,   , ,Y,        ,08/08/17
SUI         ,SUN INTERNATIONAL LIMITED                                   ,OS00,JSE,ZAR,   ,        ,            ,        ,000000.000,000.000000,  ,0000057.810000,          ,0000109086988,                              ,0,0,        ,        ,        ,000.000000,000.000000,              ,   , ,Y,        ,08/08/17
SWAPROP1    ,SWAZILAND PROPERTY INVESTMENTS                              ,OS00,SSM,SZL,   ,        ,            ,        ,000000.000,000.000000,  ,0000005.450000,          ,0000023250000,                              ,0,0,        ,        ,        ,000.000000,000.000000,              ,   , ,Y,        ,08/08/17
SWAZBND2    ,SWAZI GOV 8.25% 31/01/2018                                  ,FI00,SSM,SZL,   ,31/01/18,00008.250000,31/01/18,000000.000,000.482192,02,0000008.505000,008.505000,             ,LISTED AS SG011               ,2,1,        ,        ,01/08/17,000.462472,000.004291,              ,   , ,Y,        ,08/08/17
